time,open,high,low,close,volume
2026-01-26 11:10:00,138.08211841315563,138.1170312328571,137.83665128925202,138.08211841315563,186818
2026-01-26 11:15:00,138.10569381164584,138.38157121480435,137.74182104007326,138.10569381164584,267168
2026-01-26 11:20:00,137.83836641267766,138.0540780458847,137.45912576785966,137.83836641267766,220740
2026-01-26 11:25:00,137.97057127648708,138.00532028603322,137.82635836584043,137.97057127648708,238443
2026-01-26 11:30:00,138.1854451249091,138.26236714512407,137.77404665424862,138.1854451249091,299761
2026-01-26 11:35:00,137.92294134956592,138.2470997779593,137.64579768817023,137.92294134956592,260790
2026-01-26 11:40:00,138.1795297321224,138.26135548996982,137.84931805784421,138.1795297321224,179866
2026-01-26 11:45:00,138.33471625432992,138.71132810710512,138.19768320271697,138.33471625432992,169171
2026-01-26 11:50:00,138.54351174121024,138.9568797936955,138.34553073688366,138.54351174121024,275635
2026-01-26 11:55:00,138.7710100013117,138.8596074618239,138.58828920961702,138.7710100013117,235351
2026-01-26 12:00:00,138.79250313656388,138.89750380776715,138.67542288864513,138.79250313656388,273757
2026-01-26 12:05:00,138.69661628679174,138.76891145453646,138.4919685496191,138.69661628679174,294504
2026-01-26 12:10:00,138.95051063116,139.08369180715144,138.75638479958374,138.95051063116,104802
2026-01-26 12:15:00,139.2118542835698,139.54055044691108,138.85535614776714,139.2118542835698,217842
2026-01-26 12:20:00,139.44538646905252,139.45367920063438,139.3066762176888,139.44538646905252,237207
2026-01-26 12:25:00,139.33826992275692,139.43309730912844,138.9758725927322,139.33826992275692,70105
2026-01-26 12:30:00,139.2442113417077,139.58789315627868,139.06889555377998,139.2442113417077,244574
2026-01-26 12:35:00,139.39978794703052,139.7297504277536,139.15646744029462,139.39978794703052,146152
2026-01-26 12:40:00,139.27906820667133,139.64162378868926,139.26513145196412,139.27906820667133,190134
2026-01-26 12:45:00,139.21364482491927,139.62166030663033,139.08063716371785,139.21364482491927,167714
2026-01-26 12:50:00,139.2833666634936,139.392158375819,139.06783646104043,139.2833666634936,103915
2026-01-26 12:55:00,139.3998750137857,139.74629313985207,139.2215627916779,139.3998750137857,252349
2026-01-26 13:00:00,139.62348443938458,139.81379865047506,139.51046906169125,139.62348443938458,295890
2026-01-26 13:05:00,139.694599169648,139.90290973967006,139.64334254433226,139.694599169648,295585
2026-01-26 13:10:00,139.7679815425751,139.81848977961286,139.4300367949887,139.7679815425751,269370
2026-01-26 13:15:00,139.9064385247205,140.3228415904851,139.55848987497293,139.9064385247205,252262
2026-01-26 13:20:00,139.88801432623404,140.08512307603527,139.69779914401298,139.88801432623404,195952
2026-01-26 13:25:00,139.8867304500848,139.9299543060711,139.46730780426037,139.8867304500848,219558
2026-01-26 13:30:00,139.85367815147373,140.173967068454,139.4837975670202,139.85367815147373,154866
2026-01-26 13:35:00,140.06939303366482,140.33713096261914,139.91824476240262,140.06939303366482,112517
2026-01-26 13:40:00,140.04087534664512,140.21423932085688,139.88330587300783,140.04087534664512,214253
2026-01-26 13:45:00,140.04425304231523,140.36909078719384,139.632700370953,140.04425304231523,267821
2026-01-26 13:50:00,139.83682763443593,140.00603651693103,139.71015124638453,139.83682763443593,131204
2026-01-26 13:55:00,139.5782423207012,139.62636931550233,139.36759987738048,139.5782423207012,243016
2026-01-26 14:00:00,139.30432113175746,139.55176358348587,139.09943412708466,139.30432113175746,94172
2026-01-26 14:05:00,139.3197279535013,139.58703021494216,139.12755214060692,139.3197279535013,264792
2026-01-26 14:10:00,139.23334848652453,139.56809132772548,139.0328294239128,139.23334848652453,153428
2026-01-26 14:15:00,139.27747039914684,139.34351879598884,139.18465982639592,139.27747039914684,146390
2026-01-26 14:20:00,139.15357308969266,139.3116976604867,138.93163462831353,139.15357308969266,64851
2026-01-26 14:25:00,139.23606887278436,139.28160062703918,139.1400058641526,139.23606887278436,120127
2026-01-26 14:30:00,139.01401747961154,139.12004201529933,138.60891111275055,139.01401747961154,142007
